q_id,image_id,question,answer,full_answer
11448676,2411979,Do the bat beside the shirt and the baseball bat both look wooden?,yes,"Yes, both the bat and the baseball bat are wooden."
11775162,2411156,The mirror is in what?,shower,The mirror is in the shower.
04454282,2401669,Are there any olives to the right of the pepperoni that is in the center of the image?,no,"No, there is a spoon to the right of the pepperoni."
18626078,2378759,What kind of clothing is gray?,jacket,The clothing is a jacket.
11829702,2382705,Does the jar of honey look empty?,no,"No, the jar is full."
01677992,761,Are there black fences?,yes,"Yes, there is a black fence."
07300470,2362679,What is on the deck?,picnic table,The picnic table is on the deck.
06839618,2414707,What animal is on the surfboard?,dog,The dog is on the surf board.
08152902,2409788,Is the ripe fruit to the right of the juice?,yes,"Yes, the banana is to the right of the juice."
18477525,2335893,On which side of the photo is the policeman?,right,The policeman is on the right of the image.
13331999,2386169,Is the chair to the left or to the right of the television that is to the right of the candle?,right,The chair is to the right of the television.
0156294,2359009,On which side of the picture is the napkin?,right,The napkin is on the right of the image.
16628429,2398373,Who wears a jacket?,man,The man wears a jacket.
1259038,2354041,Are the noodles in pasta?,no,"No, the noodles are in the soup."
07500465,2350273,Does this train look black?,yes,"Yes, the train is black."
01159647,2371316,Are there any men to the left of the fence on the left?,no,"No, the man is to the right of the fence."
12305818,1593105,Which side of the photo is the cabinet on?,left,The cabinet is on the left of the image.
07697921,2317519,On which side of the photo is the woman?,left,The woman is on the left of the image.
07945830,2400290,What is the dessert on?,napkin,The dessert is on the napkin.
14137832,2372209,Is the person in the top part of the picture?,yes,"Yes, the person is in the top of the image."
051039965,2416435,Is the saucer underneath a cup?,yes,"Yes, the saucer is underneath a cup."
02754442,2370287,Are there vans to the right of the silver car?,yes,"Yes, there is a van to the right of the car."
00234766,2347342,Are there both a pillow and a sofa in this photograph?,yes,"Yes, there are both a sofa and a pillow."
13924021,2411926,What color is the box that is on the counter?,purple,The box is purple.
15603998,2398052,What is the weather like?,cloudy,It is cloudy.
02690756,2361226,What color is the person's hair?,dark brown,The hair is dark brown.
04302275,2387742,Which kind of appliance is in the kitchen?,refrigerator,The appliance is a refrigerator.
06490023,2415228,Who is posing?,child,The child is posing.
09579002,2374835,What's the clock in front of?,statue,The clock is in front of the statue.
0073869,2360510,Is the pizza to the right of a napkin?,no,"No, the pizza is to the right of a mug."
19355653,2413402,What is the woman doing?,lying,The woman is lying.
18347874,2364268,Who is wearing the hat?,guy,The guy is wearing a hat.
04977060,2407699,What do both the leaf and the herb have in common?,color,"The color, both the leaf and the herb are green."
10446388,2406077,The propeller is which color?,silver,The propeller is silver.
07412185,2375854,What color is the bottle to the right of the pot?,green,The bottle is green.
1732417,2363415,Are there cars to the right of the mirror that is in the top of the image?,yes,"Yes, there is a car to the right of the mirror."
02293651,2400516,Are there cups or cans in the image?,yes,"Yes, there is a can."
15951953,2337420,Is the color of the cap different than the shirt?,yes,"Yes, the shirt is red and the cap is black."
18542476,2327819,Does the fence have black color?,yes,"Yes, the fence is black."
03351930,2335265,What animal is to the right of the bag on the right?,cat,The animal is a cat.
15355121,2367854,Does the water on the street have white color?,yes,"Yes, the water is white."
05829723,2394811,Is the adult man wearing a jacket?,yes,"Yes, the man is wearing a jacket."
0728380,2380470,Is the floor wooden or metallic?,wooden,The floor is wooden.
05772172,2381041,Does the water look calm and murky?,yes,"Yes, the water is calm and murky."
16347176,2365486,What type of appliance is in the kitchen?,cooker,The appliance is a cooker.
00345588,2321043,Is the white cake on the tray?,yes,"Yes, the cake is on the tray."
10439230,1034,Which place is it?,display,It is a display.
14116732,2399036,Is there either a bird or a dog in the picture?,yes,"Yes, there is a bird."
03667624,2396872,Who holds the toothbrush that looks white and blue?,boy,The boy holds the toothbrush.
15414112,2317394,What vegetable is to the right of the fork under the corn?,broccoli,The vegetable is broccoli.
09251361,2415186,What color is the hat the man is wearing?,brown,The hat is brown.
1419867,2384619,What is the man that is standing doing?,looking up,The man is looking up.
14573691,2388969,What kind of vegetable is on the plate?,potatoes,The vegetables are potatoes.
19200245,2325097,Are there both a fence and a helmet in this image?,no,"No, there is a fence but no helmets."
12256556,2388242,"In which part of the photo is the cup, the bottom or the top?",bottom,The cup is in the bottom of the image.
14592788,2316878,Is the glove white?,yes,"Yes, the glove is white."
071012253,2355392,On which side of the image is the man?,right,The man is on the right of the image.
04127109,2374090,The plane is hanging from what?,ceiling,The plane is hanging from the ceiling.
07722806,2379821,What device is not black?,screen,The device is a screen.
08607657,2391113,Is that a fire hydrant or a traffic light?,traffic light,That is a traffic light.
04259992,2351350,Is there a white bed or lamp?,no,"No, there is a lamp but it is black."
15878534,2356649,Which place is it?,forest,It is a forest.
05705219,2404095,What is lying next to the pie?,cell phone,The cellphone is lying next to the pie.
10571491,2338300,On which side of the image is the man?,left,The man is on the left of the image.
19852955,2340905,What kind of place is shown?,sidewalk,It is a sidewalk.
14259346,2332557,What is the food that is wrapped in foil?,sandwich,The food is a sandwich.
16109891,2450,Are there either tables or lamps that are not made of metal?,no,"No, there is a table but it is made of metal."
05547128,1593017,Do you see any horses there that are white?,yes,"Yes, there is a horse that is white."
16556236,2340919,Are there both keyboards and desks in this photo?,yes,"Yes, there are both a desk and a keyboard."
18298320,2398652,Do you see white laptops or pictures?,yes,"Yes, there is a white laptop."
12874504,2335459,Is the young person to the right of a cell phone?,yes,"Yes, the child is to the right of a cell phone."
06811697,2356790,Do you see both glasses and ties?,no,"No, there is a tie but no glasses."
07116938,2390790,How large is the green train?,small,The train is small.
07743529,2392552,Which side of the image is the red fire extinguisher on?,left,The extinguisher is on the left of the image.
18604850,2348718,Are there people to the left of the boy that is on the left?,no,"No, the people are to the right of the boy."
061053311,2381873,What is on the fence on the right?,flag,The flag is on the fence.
0248255,2318906,How is the messy piece of furniture called?,bed,The piece of furniture is a bed.
05223730,2402058,Is that potato on a can?,no,"No, the potato is on the plate."
07580855,2383544,Who in the image is posing?,boy,The boy is posing.
05468695,2356853,The tail is of what color?,gray,The tail is gray.
13713703,2348542,Are there any printers or hard drives in this picture?,no,"No, there are no hard drives or printers."
19567777,2326597,Are there any potatoes to the right of the meat in the middle?,yes,"Yes, there are potatoes to the right of the bacon."
01900599,2384631,What animal is in front of the green grass?,elephant,The elephant is in front of the grass.
02900367,2390625,What color is that balcony?,orange,The balcony is orange.
18729710,2412808,What is the appliance that the woman is in front of?,blender,The appliance is a blender.
08932704,2382269,What animal is in front of the bleachers?,dog,The animal is a dog.
17208100,2319026,Is the ball in the bottom of the photo?,yes,"Yes, the ball is in the bottom of the image."
03856432,2373409,What is hanging on the hedge?,clock,The clock is hanging on the hedge.
15295176,2402100,Does the dog that is to the left of the cat look white?,yes,"Yes, the dog is white."
04993335,2413066,Is the man on the left of the image?,no,"No, the man is on the right of the image."
14199909,2388725,Does the boat to the left of the bench look yellow and wooden?,yes,"Yes, the boat is yellow and wooden."
16130191,2357986,What is on the building made of concrete?,bell,The bell is on the building.
151000328,2375475,Is the dining table to the left of a coffee table?,yes,"Yes, the dining table is to the left of a coffee table."
071051230,2371111,What color do you think the figure is?,blue,The figure is blue.
19923550,2380386,Is the jacket blue?,no,"No, the jacket is black."
02259312,2321659,Is the man that is to the left of the buses carrying a skateboard?,no,"No, the man is carrying a bag."
031059916,2416137,Is the woman to the left or to the right of the young boy?,left,The woman is to the left of the boy.
05324723,2360324,What is worn on the woman?,shirt,The shirt is worn on the woman.
07287486,2369244,What is under the spatula?,leaves,The leaves are under the spatula.
09356620,2319365,Which kind of food is not peeled?,lime,The food is a lime.
15780764,2385750,Is the pine behind a fence?,no,"No, the pine is behind a skateboarder."
08122601,2348795,Which color are the bird's feathers?,dark,The feathers are dark.
13431281,2412533,What is the vehicle that the building is behind of?,car,The vehicle is a car.
19509200,2349710,Is the plate in the top or in the bottom of the photo?,bottom,The plate is in the bottom of the image.
19878252,2417408,What animal is gray?,cat,The animal is a cat.
18741160,2322201,Who is sitting in the dugout?,player,The player is sitting in the dugout.
07894942,2336145,"What material is the fork to the right of the meat, plastic or steel?",plastic,The fork is made of plastic.
16240839,2386150,What is the image showing?,walkway,It is showing a walkway.
1068602,1592257,Does the square box look red?,no,"No, the box is black."
18835729,2370291,Is there a bench made of concrete?,yes,"Yes, there is a bench that is made of concrete."
08762801,2347601,What animal is brown?,polar bear,The animal is a polar bear.
13391366,2372186,Are there bags to the right of the suitcase in the center?,no,"No, there is a curtain to the right of the suitcase."
152937,2392644,"What piece of furniture is the cup on, a nightstand or a sofa?",nightstand,The cup is on a nightstand.
08404979,2331769,What kind of animal is in front of the trees?,giraffe,The animal is a giraffe.
12324307,2416023,What kind of furniture is the laptop on?,coffee table,The laptop computer is on the coffee table.
041039023,2396192,Which side of the image is the blanket on?,right,The blanket is on the right of the image.
09593815,2336991,On which side is the book?,left,The book is on the left of the image.
15388683,2395805,Is the man with the bat wearing jeans?,no,"No, the man is wearing pants."
08330131,2379565,On which side is the white cup?,right,The cup is on the right of the image.
02723346,2385209,Is the jacket white?,no,"No, the jacket is black."
1116689,2407977,Is the wetsuit different in color than the hat?,no,"No, both the wetsuit and the hat are black."
03979932,2325725,Which place is it?,lake,It is a lake.
08355532,1952,Is the person that is to the left of the lady sitting on top of a towel?,no,"No, the person is sitting on top of the blanket."
15908936,2382908,Are there both stoves and refrigerators in this picture?,yes,"Yes, there are both a refrigerator and a stove."
061052188,2412997,What kind of animal is wearing a collar?,dogs,The animals are dogs.
14728471,2399621,Is the weather cloudy?,no,"No, it is clear."
07251677,2402746,What does that player serve?,tennis ball,The player serves a tennis ball.
02749269,2381660,What is the girl holding?,cell phone,The girl is holding the mobile phone.
161002088,2417709,Which kind of animal is it?,polar bear,The animal is a polar bear.
11473053,2321672,What is the vegetable that is in the tray in the bottom part of the photo?,carrot,The vegetable is a carrot.
09248596,2364475,Are there couches or mirrors in this image?,yes,"Yes, there is a mirror."
19962488,2354680,What place is this?,street,It is a street.
16563541,2322641,What color is the appliance the paper is on?,gray,The refrigerator is gray.
08477702,2376657,What color is the floor?,brown,The floor is brown.
09358059,2406925,What do you think is the man that is to the right of the motorbike touching?,sign,The man is touching the sign.
19833750,2388694,Do the shorts look black?,yes,"Yes, the shorts are black."
02963460,2327253,Who is on the animal?,man,The man is on the animal.
1142621,2341428,Is there a bear in the zoo?,no,"No, there is an elephant in the zoo."
12711245,2343632,What is the sidewalk made of?,concrete,The sidewalk is made of concrete.
11693915,2373553,Is the young boy to the left or to the right of the people on the dirt?,right,The boy is to the right of the people.
02331327,2379759,What is sitting on the plate in the bottom of the photo?,pizza slice,The pizza slice is sitting on the plate.
14247713,2344180,Is the brown butterfly to the left of the orange on the table?,yes,"Yes, the butterfly is to the left of the orange."
1798956,2393916,Do you see beds to the left of the woman?,yes,"Yes, there is a bed to the left of the woman."
02267326,2356541,What animal is the fence in front of?,giraffe,The fence is in front of the giraffe.
11757053,2383777,"Which material is the door of the store made of, glass or steel?",glass,The door is made of glass.
08433863,2382521,"Which color is the suitcase, black or green?",black,The suitcase is black.
19438037,2323291,Are there people to the right of the woman on the right?,no,"No, the person is to the left of the woman."
02572381,2324370,The bread is wrapped in what?,paper,The bread is wrapped in paper.
1116793,2407977,What is around the surfboard?,water,The water is around the surfboard.
11717696,2403072,Do you see traffic lights or fences?,yes,"Yes, there is a fence."
04252340,2328603,Is the house on the right?,yes,"Yes, the house is on the right of the image."
03347084,2404426,Are there both sand and grass in the photo?,yes,"Yes, there are both sand and grass."
17864141,2408591,What color is the ski on the left of the photo?,black,The ski is black.
0686473,2405940,Which side is the palm on?,left,The palm is on the left of the image.
01288871,2340295,Is the woman to the left or to the right of the kid?,right,The woman is to the right of the kid.
15210393,2393412,Are there any people to the left of the boat in the center?,no,"No, the people are to the right of the boat."
03990497,2367628,Are there both doors and windows in this image?,yes,"Yes, there are both a door and a window."
13849273,2346697,What is under the burger?,bread,The bread is under the burger.
12154397,2334219,What kind of animal is the wall behind of?,giraffe,The wall is behind the giraffe.
11803100,2372161,Are the flowers in a vase?,no,"No, the flowers are in a salt shaker."
05173987,2368997,Is the brown fence on the left side of the image?,no,"No, the fence is on the right of the image."
09817374,2361274,Is the television on or off?,on,The television is on.
19300408,2376221,Who wears glasses?,man,The man wears glasses.
08832966,2416855,Where is the dog?,truck,The dog is in the truck.
15335994,2322224,"In which part of the image is the person, the bottom or the top?",bottom,The person is in the bottom of the image.
03253384,2368345,Is the eagle on the left side?,no,"No, the eagle is on the right of the image."
03158415,2414325,What's under the television?,dresser,The dresser is under the television.
1914193,2321697,Do the shorts look blue or black?,black,The shorts are black.
01561097,2386227,What device is reflected in the mirror?,television,The device is a television.
07480836,2347897,Which place is it?,park,It is a park.
1657149,2404303,Is there a boat in the image?,no,"No, there are no boats."
05154265,2417754,Who is wearing a hat?,boy,The boy is wearing a hat.
06545464,2321114,What is the animal that is in the tray in the bottom part called?,dog,The animal is a dog.
02330084,2407633,Do the shorts look orange?,yes,"Yes, the shorts are orange."
04995286,2321998,Are there both a fence and a baseball in the image?,yes,"Yes, there are both a baseball and a fence."
09876648,1592873,What's the person wearing?,cap,The person is wearing a cap.
07946071,2321966,Does the player to the right of the helmet wear a wristband?,no,"No, the player wears a belt."
10629815,2406648,Is the player to the right or to the left of the person that is not old?,left,The player is to the left of the boy.
01337834,2403648,Is the speaker in the top part of the image?,no,"No, the speaker is in the bottom of the image."
10316179,2341652,What animal is on the motorcycle?,dog,The animal is a dog.
02566555,2406016,What place is pictured?,street,It is a street.
14510902,2389955,Are there any televisions above the box to the left of the coffee mug?,no,"No, there is a laptop above the box."
19894677,2369778,What kind of animal is in front of the post?,bull,The animal is a bull.
03374117,827,Where are the street lights?,street,The street lights are on the street.
11504998,2345245,Does the cloud have the same color as the ball?,no,"No, the ball is black and the cloud is white."
01660726,2333269,What is the lady holding?,wii controller,The lady is holding the Wii remotes.
141047951,2354476,What are the shrubs in front of?,cars,The shrubs are in front of the cars.
01916616,2373325,Are there any carrots to the left of the broccoli that is on the right?,yes,"Yes, there are carrots to the left of the broccoli."
1061720,2392255,What is the person wearing?,jacket,The person is wearing a jacket.
09324522,2338574,What is the item of furniture that the painting is on?,shelf,The piece of furniture is a shelf.
05200606,2377955,Which kind of animal is brown?,camel,The animal is a camel.
05863388,2407413,Is the small car to the right or to the left of the bag the person carries?,left,The car is to the left of the bag.
151043430,2341301,What faces the street?,bike,The bike faces the street.
18959063,2349091,On which side of the picture are the palm trees?,right,The palm trees are on the right of the image.
13635018,2402637,Who is looking down?,boy,The boy is looking down.
06899175,2361106,Do you see a motorcycle to the right of the man on the sidewalk?,no,"No, there is a wheelchair to the right of the man."
08935142,2322328,Who is on the scooter?,child,The child is on the scooter.
1054713,2348899,What do you think is the color of the striped tie?,white,The necktie is white.
0527595,2359909,What type of animal is to the right of the device near the speaker?,dragon,The animal is a dragon.
11219663,2417383,Is the person that is to the left of the house riding a bike?,no,"No, the woman is riding a horse."
00809764,2400577,Is the kite above the stroller on the grass?,yes,"Yes, the kite is above the stroller."
06868675,2399116,Is there a wine glass on the white table?,yes,"Yes, there is a wine glass on the table."
00687858,2363123,Which color are the leaves?,green,The leaves are green.
12747742,2401153,What material is the small bowl?,wood,The bowl is made of wood.
08888768,2348366,Which kind of furniture is to the right of the glasses?,chairs,The pieces of furniture are chairs.
13787772,2360582,Is the girl on the left or on the right side of the image?,left,The girl is on the left of the image.
13801646,2377445,Is there a skateboard to the right of the boy?,no,"No, there is a bicycle to the right of the boy."
12588297,2368331,Which kind of instrument is the man playing?,guitar,The man is playing the guitar.
09684741,2402199,Is the blanket on a bed?,no,"No, the blanket is on the chair."
05868869,2343590,What's in front of the mountains?,house,The house is in front of the mountains.
04946089,2323432,Does the hair look long?,yes,"Yes, the hair is long."
11100446,2409027,Is there any brown sand or grass?,yes,"Yes, there is brown grass."
07553733,2342630,Is the boat by the pier wooden and green?,no,"No, the boat is wooden but brown."
19158658,2390327,Is the size of the window large?,yes,"Yes, the window is large."
03514095,2327082,What color is the skirt?,pink,The skirt is pink.
08839349,2328492,Is the cheese in the bottom part or in the top of the picture?,bottom,The cheese is in the bottom of the image.
17106972,2388662,Who is wearing the hat?,man,The man is wearing a hat.
06287036,2381282,Is the wood table full or empty?,full,The table is full.
12226496,3020,Which place is it?,cafe,It is a cafe.
04928131,2384562,Is that a bed or a desk?,bed,That is a bed.
10216692,2412468,What is the fruit to the left of the pears that are on the front of the cake?,peach,The fruit is a peach.
19821283,2321201,What is the food on the dessert which is on the plate?,chocolate,The food is chocolate.
13187139,2319814,Are there people near the brown sheep?,yes,"Yes, there are people near the sheep."
03958861,2404036,What kind of place is shown?,street,It is a street.
01106193,2356599,Is the onion to the left of the white cheese?,no,"No, the onion is to the right of the cheese."
06773128,2349502,In which part of the picture is the surfboard?,left,The surfboard is on the left of the image.
18600409,2338549,Is the mane both short and brown?,yes,"Yes, the mane is short and brown."
06644184,2326560,Is there a table that is gray?,no,"No, there is a table but it is red."
01861587,2398966,How clean is the plate?,dirty,The plate is dirty.
13752454,2318602,Is the traffic signal on the right or on the left?,left,The traffic signal is on the left of the image.
18667361,2367431,What is the person to the right of the lady wearing?,dress,The child is wearing a dress.
16328919,2335048,Does that hair have long length?,yes,"Yes, the hair is long."
10442078,2376725,What is on the pizza that is little?,feta cheese,The feta cheese is on the pizza.
18281304,2327810,Who is wearing shorts?,boy,The boy is wearing shorts.
09871393,2317638,Is the garbage bin below the seat?,yes,"Yes, the garbage bin is below the seat."
10740048,2392935,Are there chefs to the left of the shelf the food is on?,yes,"Yes, there is a chef to the left of the shelf."
18176929,2382719,What animal is the person to the right of the house driving?,horse,The man is driving a horse.
19954587,2392671,Who is eating the food?,people,The people are eating the food.
00150098,2386145,Is the man in the top part of the photo?,yes,"Yes, the man is in the top of the image."
1368700,2342796,Is this a silver car?,yes,"Yes, this is a silver car."
05975883,721,On which side of the photo is the person?,right,The person is on the right of the image.
06473843,2339918,What vehicle is gray?,car,The vehicle is a car.
19555348,2320188,Do you see flags or bird cages?,no,"No, there are no flags or bird cages."
03684455,2337180,Which place is it?,field,It is a field.
041019298,1983,What is on the book?,eye glasses,The eye glasses are on the book.
03510658,2373924,Where do you think is the bag?,kitchen,The bag is in the kitchen.
05340827,2321474,Is the concrete container in the bottom part or in the top of the picture?,bottom,The container is in the bottom of the image.
00270944,2341340,What color is the cap?,black,The cap is black.
09879111,2386034,Is the shirt blue and short sleeved?,yes,"Yes, the shirt is blue and short sleeved."
01264281,2344525,Which kind of furniture is to the left of the guy?,couch,The piece of furniture is a couch.
031055228,2326702,Do you see men or women there?,no,"No, there are no men or women."
19384179,2335794,What items of furniture are in the kitchen?,chairs,The pieces of furniture are chairs.
03670290,2413210,What color is the coat?,white,The coat is white.
00398164,2374807,What kind of clothing is brown?,blazer,The clothing is a blazer.
07911691,2360631,What vegetable is to the right of the sandwich?,lettuce,The vegetable is lettuce.
04605758,2344803,Which kind of furniture is to the left of the camera?,bed,The piece of furniture is a bed.
14423460,2356524,Who is wearing glasses?,woman,The woman is wearing glasses.
18283303,2328574,Who is in front of the table?,woman,The woman is in front of the table.
09156628,2390669,"On which side of the picture is the woman, the right or the left?",right,The woman is on the right of the image.
07204130,2406836,Do the words look white?,no,"No, the words are black."
19450592,2387328,What is on the wall in the picture?,cupboard,The cupboard is on the wall.
03920775,2376153,What is the man doing?,jumping,The man is jumping.
07522481,2363912,Is the SUV to the right or to the left of the cars on the road?,left,The SUV is to the left of the cars.
01576406,2393005,On which side of the image is the woman?,right,The woman is on the right of the image.
14430870,2397273,What animal is on the chair?,cat,The cat is on the chair.
09920534,2361093,What is covering the boots?,snow,The snow is covering the boots.
03839550,2392546,What color is the animal that is not short?,yellow,The giraffe is yellow.
01465823,2408660,Is the nightstand in the top or in the bottom of the photo?,bottom,The nightstand is in the bottom of the image.
19542380,2375877,Does the flower in the plant pot look large and orange?,no,"No, the flower is orange but small."
041032589,2351221,What color is the fence to the left of the bench?,white,The fence is white.
05449725,2317293,Is this a bed or a desk?,bed,This is a bed.
07439913,2327847,Are there soap dispensers or fences?,no,"No, there are no soap dispensers or fences."
03668986,2415684,Who is wearing a shirt?,boy,The boy is wearing a shirt.
13216760,2386413,Do you see pigeons or birds?,yes,"Yes, there is a bird."
02792059,2323464,What's flying in the air?,kite,The kite is flying in the air.
14323342,2366176,What color is the tee shirt that is not long sleeved?,yellow,The tee shirt is yellow.
001016110,2399414,Does the plate have square shape?,no,"No, the plate is round."
1020635,2379708,Is the plate both round and empty?,yes,"Yes, the plate is round and empty."
19687764,2359054,What color are the letters?,white,The letters are white.
18274981,2317228,Is the clock the same color as the umbrella?,yes,"Yes, both the clock and the umbrella are white."
191028990,2412127,Is the tray below the cake made of wood or cardboard?,cardboard,The tray is made of cardboard.
041024546,2348042,Is it an outdoors scene?,yes,"Yes, it is outdoors."
10279618,2409814,What is plugged into the motorcycle?,cord,The cord is plugged into the motorcycle.
16319344,2406086,Do you see any men to the right of the bag?,yes,"Yes, there is a man to the right of the bag."
01260392,2347232,Is the man young?,no,"No, the man is old."
12383891,2349170,What's the man wearing?,shorts,The man is wearing shorts.
13601985,2320328,Is this a brown fence?,no,"No, this is a white fence."
05486553,2409728,What place could this be?,sidewalk,It is a sidewalk.
15245445,155,Is the plate to the left of the red box?,yes,"Yes, the plate is to the left of the box."
13135600,2405551,Do you see any grass in this photograph that is green?,no,"No, there is grass but it is brown."
15156185,2341697,Is the floor made of cement or hardwood?,hardwood,The floor is made of hardwood.
07702582,2365698,"What type of furniture is the book on, a shelf or a sofa?",sofa,The book is on a sofa.
12501386,2364831,What is the color of this train?,blue,The train is blue.
03493239,2409879,Is the jar on a shelf?,no,"No, the jar is on the counter."
04390675,2352774,Is the yellow shirt long sleeved or short sleeved?,short sleeved,The shirt is short sleeved.
06610779,2408727,Is there an airplane in the sky that is presented in this photo?,no,"No, there is a kite in the sky."
14122002,2400470,What is the person to the right of the bird standing beside of?,bush,The woman is standing beside the shrub.
051019503,2361155,What is the color of the train on the railroad?,white,The train is white.
171013666,2361570,What color is the curtain behind the cat?,white,The curtain is white.
03835278,2409425,Which place is it?,city,It is a city.
05735414,2361158,What is the boy wearing?,hat,The boy is wearing a hat.
05746165,2336983,Is it outdoors?,yes,"Yes, it is outdoors."
06336181,2370570,What are the vehicles that are to the right of the blue mailbox?,cars,The vehicles are cars.
08227969,1902,Which side is the woman on?,right,The woman is on the right of the image.
08931879,2417880,Are there either any knee pads or skateboards?,yes,"Yes, there is a skateboard."
051017695,2414768,Are there either any containers or raspberries in the image?,no,"No, there are no raspberries or containers."
19414847,2388695,On which side of the photo is the metal cabinet?,left,The cabinet is on the left of the image.
1978577,2369580,What is under the cup?,tray,The tray is under the cup.
16304767,2406126,Does that grass look short?,yes,"Yes, the grass is short."
16266498,2372358,Does the street light have a different color than the frame?,yes,"Yes, the frame is red and the street light is black."
14564195,2414406,Is the color of the purse the same as the hat?,no,"No, the purse is red and the hat is black."
02823909,2402664,Which kind of furniture is not brown?,shelves,The furniture is shelves.
17421591,2399068,What does the bear hold?,scarf,The bear holds the scarf.
00304481,2358091,What is the boy holding?,sandwich,The boy is holding the sandwich.
01533788,2365944,Where is the animal in front of the toilet playing?,sink,The cat is playing in the sink.
06787109,2396387,What vehicle is parked?,truck,The vehicle is a truck.
17165293,2402421,Are there any toilets near the mat?,yes,"Yes, there is a toilet near the mat."
04378256,2390195,On which side is the remote?,right,The remote is on the right of the image.
15352215,2325387,Do the floor and the table have the same material?,yes,"Yes, both the floor and the table are made of wood."
19599130,2366080,What is the lady doing?,bending,The lady is bending.
04790825,2381131,What is on the table?,radio,The radio is on the table.
17627033,2404074,Are the grapefruit to the left of the other grapefruit and the pomegranate to the right of the orange both round?,yes,"Yes, both the grapefruit and the pomegranate are round."
06379926,2398064,Does the carrot to the left of the other carrot look green and round?,no,"No, the carrot is round but orange."
01174477,713181,Of which color is the coat?,blue,The coat is blue.
00544554,2351095,Which side of the image is the person on?,left,The person is on the left of the image.
15856937,2413839,Is the man on the right side?,yes,"Yes, the man is on the right of the image."
10802203,2331994,"On which side is the cup, the right or the left?",left,The cup is on the left of the image.
00154648,2331738,Which side of the image is the planter on?,left,The planter is on the left of the image.
02226773,2345587,Which side is the fork on?,left,The fork is on the left of the image.
061009709,2363842,Is the fire hydrant to the left or to the right of the blue car?,left,The fire hydrant is to the left of the car.
09731614,2389865,What kind of vehicle is the log in front of?,truck,The log is in front of the truck.
1297680,2396755,On which side of the picture is the toilet?,left,The toilet is on the left of the image.
13179931,2370216,"Where in this photograph are the bottles, in the top or in the bottom?",bottom,The bottles are in the bottom of the image.
15898027,2402976,Who is pointing up?,zebra,The zebra is pointing up.
06545440,2321114,Where is the animal to the left of the can lying?,bun,The dog is lying in the bun.
07681163,2331450,Are there both donuts and eggs in the picture?,no,"No, there is a donut but no eggs."
08452145,2381770,"What color is the chair to the left of the papers, blue or black?",blue,The chair is blue.
10824056,2385929,Who is walking?,people,The people are walking.
14366205,2396841,Does the animal in the field appear to be white?,yes,"Yes, the cow is white."
19811982,2337432,Which side of the photo is the man on?,left,The man is on the left of the image.
03433088,2340615,What device is to the right of the computer monitor?,speaker,The device is a speaker.
15309559,2405970,What is the woman in front of the wall sitting in?,fire truck,The woman is sitting in the fire truck.
00736514,31,Does the appliance to the right of the knife look large?,no,"No, the toaster oven is small."
09733137,2392732,"Where in the picture is the woman, in the top or in the bottom?",bottom,The woman is in the bottom of the image.
06147204,2349223,What place is shown?,yard,It is a yard.
12679385,2352962,Is the wall behind the clock above the card?,yes,"Yes, the wall is behind the clock."
18199085,2383041,"In which part of the photo are the ropes, the bottom or the top?",top,The ropes are in the top of the image.
04844278,2391083,Is that a light blue umbrella?,no,"No, that is a red umbrella."
00721690,2410328,How large is the bowl the food is in?,small,The bowl is small.
05482923,2406567,What is that horse in front of?,bushes,The horse is in front of the shrubs.
12676467,2334609,Does the floor look light brown?,yes,"Yes, the floor is light brown."
12974235,2372630,Which kind of furniture is made of wood?,table,The furniture is a table.
07997723,2394021,What is the smiling person sitting on?,ground,The girl is sitting on the ground.
13688468,2368481,On which side of the image is the little child?,left,The kid is on the left of the image.
05924553,713125,What is on the street?,bench,The bench is on the street.
05829372,2361982,Is the bag to the left of the ropes pink and round?,no,"No, the bag is round but green."
09672573,2369214,Do you think the woman is sad or happy?,sad,The woman is sad.
11362447,712965,Which kind of vehicle is old?,train,The vehicle is a train.
161000654,2369882,Is the shirt brown and long sleeved?,no,"No, the shirt is long sleeved but white."
02784233,2398405,Are there both helmets and coats in this picture?,no,"No, there is a coat but no helmets."
14575586,2317050,Which side of the image is the car on?,left,The car is on the left of the image.
00857012,2410568,Do you see any plates or mugs that are made of glass?,no,"No, there is a plate but it is made of paper."
09143161,2359108,What is the man to the left of the stuffed animal wearing?,shirt,The man is wearing a shirt.
051037261,2319378,"Where in the photo is the person, in the top or in the bottom part?",bottom,The person is in the bottom of the image.
15914293,2381452,Is the toilet to the left of a hand soap?,yes,"Yes, the toilet is to the left of a hand soap."
10859806,4107,Which color is that blouse?,purple,The blouse is purple.
11348777,2375611,On which side of the photo is the faucet?,left,The faucet is on the left of the image.
09568726,2404586,Is the motorbike to the left or to the right of the silver car?,left,The motorbike is to the left of the car.
17146043,2408653,Of what shape is the tray on the left?,round,The tray is round.
0678375,2407763,Does the dog to the right of the other dog look small and brown?,yes,"Yes, the dog is small and brown."
14419626,150482,What does the officer that to the right of the woman hold?,bike,The officer holds the bike.
19541098,2363780,What kind of device is to the left of the white napkin?,laptop,The device is a laptop.
08868385,2403211,What is on the pole?,sign,The sign is on the pole.
09746870,2406398,Is the mug behind a can?,no,"No, the mug is behind a plate."
02180796,2354085,What food is covered in sprinkles?,donut,The food is a donut.
08121464,2408781,Is the red fence to the left or to the right of the person that is wearing a shirt?,right,The fence is to the right of the lady.
